EJECUCIÓN PRESUPUESTAL A OCTUBRE DE 2016;;;;;
SECRETARÍA DE HACIENDA;;;;;
MUNICIPIO DE MEDELLÍN;;;;;
DEPENDENCIA;FONDO;PROYECTO;NOMBRE DEL PROYECTO;PRESUPUESTO DEFINITIVO;PRESUPUESTO EJECUTADO
Secretaría de Seguridad y Convivencia;110000116 ;150183 ; 16PP80-SAN ANTO PRADO LUGAR P;65.000.000;64.992.491
Secretaría de Seguridad y Convivencia;110000116 ;120338 ; Fortal a los organ de seg y j;3.588.821.000;2.695.969.907
Secretaría de Seguridad y Convivencia;110000116 ;120341 ; Sistema SIES-M y TIC para la ;6.012.333.789;4.104.034.134
Secretaría de Seguridad y Convivencia;110000116 ;120278 ; Admón Espac Pco Conv, la leg ;6.437.312.623;6.437.312.623
Secretaría de Seguridad y Convivencia;110000116 ;120334 ; Fortalecimiento institucional;4.126.937.222;3.553.697.285
Secretaría de Seguridad y Convivencia;110000116 ;150151 ; 16PP2-TEJ NUESTROS DERECHOS C;223.297.763;221.619.662
Secretaría de Seguridad y Convivencia;110000116 ;150152 ; 16PP3-PROM CONV CIUDADANA Y D;396.270.697;391.018.690
Secretaría de Seguridad y Convivencia;110000116 ;150153 ; 16PP5-MANUAL DE CONVIVENCIA Y;234.849.354;232.130.859
Secretaría de Seguridad y Convivencia;110000116 ;150155 ; 16PP7-PROM Y DIF CONV Y DH PO;206.558.978;201.308.978
Secretaría de Seguridad y Convivencia;110000116 ;150186 ; 16PP9-SEMILLEROS INFORMATIVAS;33.732.762;31.802.585
Secretaría de Seguridad y Convivencia;110000116 ;150158 ; 16PP10-PROM CONV Y RECONST DE;202.396.485;191.701.488
Secretaría de Seguridad y Convivencia;110000116 ;150159 ; 16PP11-ESCUELAS  FORM LÍDERES;285.668.298;283.873.349
Secretaría de Seguridad y Convivencia;110000116 ;150160 ; 16PP12-PROM CONV Y FORT DH IN;223.877.768;218.625.767
Secretaría de Seguridad y Convivencia;110000116 ;150161 ; 16PP14-PROM CONV ESP PÚB CIUD;3.855.173;3.657.173
Secretaría de Seguridad y Convivencia;110000116 ;150162 ; 16PP15-PROM  DDHH ENFOQUE DE ;276.379.318;273.604.319
Secretaría de Seguridad y Convivencia;110000116 ;150188 ; 16PP16-PROM Y FORT CONVIVENCI;82.475.026;77.954.639
Secretaría de Seguridad y Convivencia;110000116 ;150166 ; 16PP50-PROM LA CULTURA TELEFÉ;61.682.764;58.514.764
Secretaría de Seguridad y Convivencia;110000116 ;150222 ; 16PP60-PROM DH ENFOQUE  POBLA;107.805.174;106.071.511
Secretaría de Seguridad y Convivencia;110000116 ;150164 ; 16PP70-PROM CONV FAMILIA, FUN;67.465.523;63.600.523
Secretaría de Seguridad y Convivencia;110000116 ;150165 ; 16PP80-CONV EN GRUPOS DIÁLOGO;42.406.900;39.728.900
Secretaría de Seguridad y Convivencia;110000116 ;120273 ; Fortal Gob local y promoción ;320.556.589;320.000.000
Secretaría de Seguridad y Convivencia;110000116 ;120275 ; Sistema integral para la conv;1.072.838.542;362.263.564
Secretaría de Seguridad y Convivencia;110000116 ;120270 ; Estrat div y promoción instit;0;0
Secretaría de Seguridad y Convivencia;110000116 ;120274 ; Sistema Municipal de Justicia;1.557.561.374;1.313.471.948
Secretaría de Seguridad y Convivencia;110000116 ;120276 ; Apoyo al sistema penal para a;1.178.374.154;896.669.756
Secretaría de Seguridad y Convivencia;110000116 ;160031 ; Reintegración sostenible para;1.200.000.000;1.136.485.032
Secretaría de Seguridad y Convivencia;110000116 ;110037 ; Mantenimiento de sedes extern;3.302.795.480;3.049.380.726
Secretaría de Seguridad y Convivencia;110001705 ;120341 ; Sistema SIES-M y TIC para la ;43.646;43.646
Secretaría de Seguridad y Convivencia;110001708 ;120341 ; Sistema SIES-M y TIC para la ;869.870;869.870
Secretaría de Seguridad y Convivencia;110001709 ;120341 ; Sistema SIES-M y TIC para la ;380.534.822;380.534.822
Secretaría de Seguridad y Convivencia;110001710 ;120341 ; Sistema SIES-M y TIC para la ;92.678.007;92.678.007
Secretaría de Seguridad y Convivencia;110001711 ;120341 ; Sistema SIES-M y TIC para la ;124.798.750;124.798.750
Secretaría de Seguridad y Convivencia;110013711 ;120341 ; Sistema SIES-M y TIC para la ;1;0
Secretaría de Seguridad y Convivencia;110014911 ;120338 ; Fortal a los organ de seg y j;2.975.911;0
Secretaría de Seguridad y Convivencia;110015012 ;120338 ; Fortal a los organ de seg y j;62.902.596;0
Secretaría de Seguridad y Convivencia;110015013 ;120338 ; Fortal a los organ de seg y j;11.735.063;0
Secretaría de Seguridad y Convivencia;110018114 ;130495 ; MCV-Plan 500;121.608.890;121.608.890
Secretaría de Seguridad y Convivencia;110018115 ;130495 ; MCV-Plan 500;258.464.065;258.464.065
Secretaría de Seguridad y Convivencia;110018116 ;130495 ; MCV-Plan 500;1.413.139.490;1.210.336.515
Secretaría de Seguridad y Convivencia;110070113 ;120338 ; Fortal a los organ de seg y j;0;0
Secretaría de Seguridad y Convivencia;110070114 ;140081 ; 14JVE11-DISPONER DE HERRAMIEN;0;0
Secretaría de Seguridad y Convivencia;110070115 ;120341 ; Sistema SIES-M y TIC para la ;0;0
Secretaría de Seguridad y Convivencia;110070115 ;120035 ; Medellín más segura más vida;0;0
Secretaría de Seguridad y Convivencia;110070115 ;120334 ; Fortalecimiento institucional;0;0
Secretaría de Seguridad y Convivencia;110070116 ;120338 ; Fortal a los organ de seg y j;301.825.512;0
Secretaría de Seguridad y Convivencia;110070116 ;120334 ; Fortalecimiento institucional;300.000.000;0
Secretaría de Seguridad y Convivencia;110070116 ;160032 ; Diseño e Implementación de in;200.000.000;20.235.048
Secretaría de Seguridad y Convivencia;110070116 ;120273 ; Fortal Gob local y promoción ;1.290.450.025;1.290.450.023
Secretaría de Seguridad y Convivencia;110070116 ;120275 ; Sistema integral para la conv;300.000.000;300.000.000
Secretaría de Seguridad y Convivencia;110070116 ;120274 ; Sistema Municipal de Justicia;100.000.000;0
Secretaría de Seguridad y Convivencia;110070116 ;120268 ; Promoción de los DDHH de pobl;1.200.228.513;1.200.228.513
Secretaría de Seguridad y Convivencia;110070116 ;120276 ; Apoyo al sistema penal para a;560.057.328;560.057.328
Secretaría de Seguridad y Convivencia;110070116 ;120279 ; Jóvenes por la vida - Convive;826.535.691;826.535.691
Secretaría de Seguridad y Convivencia;110090113 ;120340 ; Denuncias para la vida y la s;0;0
Secretaría de Seguridad y Convivencia;110090116 ;120341 ; Sistema SIES-M y TIC para la ;1.999.233.146;1.999.233.146
Secretaría de Seguridad y Convivencia;110090116 ;120278 ; Admón Espac Pco Conv, la leg ;1.803.264.508;1.585.580.352
Secretaría de Seguridad y Convivencia;110090116 ;120275 ; Sistema integral para la conv;446.105.228;420.948.477
Secretaría de Seguridad y Convivencia;110701712 ;120338 ; Fortal a los organ de seg y j;87.020;0
Secretaría de Seguridad y Convivencia;110701713 ;120338 ; Fortal a los organ de seg y j;66;0
Secretaría de Seguridad y Convivencia;110701713 ;120334 ; Fortalecimiento institucional;2.200.982;2.200.982
Secretaría de Seguridad y Convivencia;110701713 ;120273 ; Fortal Gob local y promoción ;3.500;0
Secretaría de Seguridad y Convivencia;110701714 ;130494 ; Infraestructura para la Segur;2.000.000.000;0
Secretaría de Seguridad y Convivencia;110701714 ;120338 ; Fortal a los organ de seg y j;126.370.838;126.370.838
Secretaría de Seguridad y Convivencia;110701714 ;120341 ; Sistema SIES-M y TIC para la ;554.127;0
Secretaría de Seguridad y Convivencia;110701714 ;120035 ; Medellín más segura más vida;1.119.274;0
Secretaría de Seguridad y Convivencia;110701714 ;120278 ; Admón Espac Pco Conv, la leg ;12.330.594;0
Secretaría de Seguridad y Convivencia;110701714 ;120273 ; Fortal Gob local y promoción ;14.043;0
Secretaría de Seguridad y Convivencia;110701714 ;120340 ; Denuncias para la vida y la s;7.674.776;0
Secretaría de Seguridad y Convivencia;110701714 ;120342 ; Sistema de información para l;25.325.179;20.534.928
Secretaría de Seguridad y Convivencia;110701715 ;130494 ; Infraestructura para la Segur;7.446.675.418;0
Secretaría de Seguridad y Convivencia;110701715 ;120338 ; Fortal a los organ de seg y j;21.765.087.824;17.498.067.829
Secretaría de Seguridad y Convivencia;110701715 ;120341 ; Sistema SIES-M y TIC para la ;3.885.820.724;2.549.742.089
Secretaría de Seguridad y Convivencia;110701715 ;120035 ; Medellín más segura más vida;213.570.111;123.996.226
Secretaría de Seguridad y Convivencia;110701715 ;130495 ; MCV-Plan 500;2.000.000.000;2.000.000.000
Secretaría de Seguridad y Convivencia;110701715 ;120340 ; Denuncias para la vida y la s;236.056.155;236.056.155
Secretaría de Seguridad y Convivencia;110701715 ;120342 ; Sistema de información para l;210.000.000;126.770.359
Secretaría de Seguridad y Convivencia;110701716 ;130494 ; Infraestructura para la Segur;3.500.000.000;0
Secretaría de Seguridad y Convivencia;110701716 ;120338 ; Fortal a los organ de seg y j;47.902.418.461;17.056.072.587
Secretaría de Seguridad y Convivencia;110701716 ;120341 ; Sistema SIES-M y TIC para la ;4.851.320.377;4.611.320.378
Secretaría de Seguridad y Convivencia;110701716 ;120035 ; Medellín más segura más vida;2.033.733.654;1.753.016.923
Secretaría de Seguridad y Convivencia;110701716 ;120334 ; Fortalecimiento institucional;300.000.000;300.000.000
Secretaría de Seguridad y Convivencia;110701716 ;120339 ; Seguridad y control de hidroc;0;0
Secretaría de Seguridad y Convivencia;110701716 ;120340 ; Denuncias para la vida y la s;807.371.729;734.324.341
Secretaría de Seguridad y Convivencia;110701716 ;120342 ; Sistema de información para l;1.137.173.622;782.554.009
Secretaría de Seguridad y Convivencia;110713713 ;120338 ; Fortal a los organ de seg y j;1.108.716;0
Secretaría de Seguridad y Convivencia;110713714 ;120338 ; Fortal a los organ de seg y j;92.909.384;0
Secretaría de Seguridad y Convivencia;110713714 ;120273 ; Fortal Gob local y promoción ;1;0
Secretaría de Seguridad y Convivencia;110713715 ;120338 ; Fortal a los organ de seg y j;1.488.538.417;0
Secretaría de Seguridad y Convivencia;110713715 ;120035 ; Medellín más segura más vida;1;0
Secretaría de Seguridad y Convivencia;110713716 ;120338 ; Fortal a los organ de seg y j;1;0
Secretaría de Seguridad y Convivencia;111000116 ;130497 ; JVE-04  Fortalecimiento a la ;17.241.431;0
Secretaría de Seguridad y Convivencia;111000116 ;130496 ; JVE-07 Articulación Disminuci;2.038.767;0
Secretaría de Seguridad y Convivencia;111000116 ;140081 ; 14JVE11-DISPONER DE HERRAMIEN;27.055.588;0
Secretaría de Seguridad y Convivencia;111000116 ;140093 ; JVE-12 Tecnología para la Seg;3.299.533;0
Secretaría de Seguridad y Convivencia;111000116 ;120341 ; Sistema SIES-M y TIC para la ;29.268.476;0
Secretaría de Seguridad y Convivencia;111000116 ;130269 ; JVE-05 Convivencia, seguridad;4.842.357;0
Secretaría de Seguridad y Convivencia;111090116 ;120340 ; Denuncias para la vida y la s;766.854;0
Secretaría de Seguridad y Convivencia;111701712 ;120338 ; Fortal a los organ de seg y j;1.945.957;781.086
Secretaría de Seguridad y Convivencia;111701713 ;120338 ; Fortal a los organ de seg y j;40.916.974;28.180.789
Secretaría de Seguridad y Convivencia;111701714 ;120338 ; Fortal a los organ de seg y j;91.339.671;8.640.186
Secretaría de Seguridad y Convivencia;111701714 ;120340 ; Denuncias para la vida y la s;5.000.000;0
Secretaría de Seguridad y Convivencia;150000116 ;120334 ; Fortalecimiento institucional;17.807.341;17.807.341
Secretaría de Seguridad y Convivencia;150070115 ;120341 ; Sistema SIES-M y TIC para la ;6.734.809;6.734.809
Secretaría de Seguridad y Convivencia;150070115 ;120035 ; Medellín más segura más vida;3.699.535;3.699.535
Secretaría de Seguridad y Convivencia;150070115 ;120340 ; Denuncias para la vida y la s;23.685.276;23.685.276
Secretaría de Seguridad y Convivencia;150090115 ;120341 ; Sistema SIES-M y TIC para la ;21.892.799;21.892.799
Secretaría de Seguridad y Convivencia;150090115 ;120334 ; Fortalecimiento institucional;3.752.662;3.752.662
Secretaría de Seguridad y Convivencia;150090115 ;120342 ; Sistema de información para l;58.957.914;58.957.914
Secretaría de Seguridad y Convivencia;150701714 ;120338 ; Fortal a los organ de seg y j;78.508.210;78.508.210
Secretaría de Seguridad y Convivencia;150701715 ;120338 ; Fortal a los organ de seg y j;1.519.757.064;1.519.757.064
Secretaría de Seguridad y Convivencia;150701715 ;120341 ; Sistema SIES-M y TIC para la ;99.625.799;99.625.799
Secretaría de Seguridad y Convivencia;160000115 ;140168 ; 15PP50-FORTALECIMIENTO DE LA ;5.714.894;5.714.894
Secretaría de Seguridad y Convivencia;160000115 ;120334 ; Fortalecimiento institucional;1.170.840;1.170.840
Secretaría de Seguridad y Convivencia;160000115 ;130269 ; JVE-05 Convivencia, seguridad;277.976.797;277.976.797
Secretaría de Seguridad y Convivencia;160001712 ;120338 ; Fortal a los organ de seg y j;345.600;345.600
Secretaría de Seguridad y Convivencia;160701713 ;120338 ; Fortal a los organ de seg y j;42.522.664;42.522.664
Secretaría de Seguridad y Convivencia;160701715 ;120338 ; Fortal a los organ de seg y j;288.484.775;288.484.775
Departamento Administrativo de Gestión del Riesgo de Desastres;110000116 ;150432 ; 16PP1-OBRAS DE MITIGACIÓN EN ;300.000.000;287.540.808
Departamento Administrativo de Gestión del Riesgo de Desastres;110000116 ;150076 ; 16PP8-MITIGACIÓN RIESGO A TRA;603.000.000;603.000.000
Departamento Administrativo de Gestión del Riesgo de Desastres;110000116 ;120308 ; Renov y adq de nuevas maquina;401.365.366;0
Departamento Administrativo de Gestión del Riesgo de Desastres;110000116 ;150070 ; 16PP3-FORT PROC CONOC REDUCC ;30.000.000;30.000.000
Departamento Administrativo de Gestión del Riesgo de Desastres;110000116 ;150071 ; 16PP8-MITIGACIÓN RIESGO REDUC;100.000.000;100.000.000
Departamento Administrativo de Gestión del Riesgo de Desastres;110000116 ;150072 ; 16PP9-FORTALECIMIENTO A LOS C;50.000.000;50.000.000
Departamento Administrativo de Gestión del Riesgo de Desastres;110000116 ;150073 ; 16PP10-DISEÑO MET PLANES GEST;100.000.000;100.000.000
Departamento Administrativo de Gestión del Riesgo de Desastres;110001799 ;120306 ; Intervención zonas de riesgo;14.851;0
Departamento Administrativo de Gestión del Riesgo de Desastres;110020115 ;120309 ; Atención integral de emergenc;759.142.869;610.492.456
Departamento Administrativo de Gestión del Riesgo de Desastres;110020116 ;120309 ; Atención integral de emergenc;309.232.808;0
Departamento Administrativo de Gestión del Riesgo de Desastres;110090114 ;120308 ; Renov y adq de nuevas maquina;0;0
Departamento Administrativo de Gestión del Riesgo de Desastres;110090115 ;120308 ; Renov y adq de nuevas maquina;0;0
Departamento Administrativo de Gestión del Riesgo de Desastres;110604015 ;120306 ; Intervención zonas de riesgo;26.129.807;0
Departamento Administrativo de Gestión del Riesgo de Desastres;110615414 ;120306 ; Intervención zonas de riesgo;35.109;0
Departamento Administrativo de Gestión del Riesgo de Desastres;110615414 ;120309 ; Atención integral de emergenc;67.592.964;0
Departamento Administrativo de Gestión del Riesgo de Desastres;110615415 ;120306 ; Intervención zonas de riesgo;402.375;0
Departamento Administrativo de Gestión del Riesgo de Desastres;110615415 ;120308 ; Renov y adq de nuevas maquina;159.230;0
Departamento Administrativo de Gestión del Riesgo de Desastres;110615415 ;120304 ; Fortalecimiento a las redes d;400.873;400.873
Departamento Administrativo de Gestión del Riesgo de Desastres;110615415 ;120309 ; Atención integral de emergenc;292.693.168;160.168.792
Departamento Administrativo de Gestión del Riesgo de Desastres;110615415 ;120310 ; Evaluación y estudios en zona;221.769;0
Departamento Administrativo de Gestión del Riesgo de Desastres;110615416 ;120306 ; Intervención zonas de riesgo;1.300.000.000;1.100.785.768
Departamento Administrativo de Gestión del Riesgo de Desastres;110615416 ;120307 ; Fortalecimiento del Sistema d;300.000.000;0
Departamento Administrativo de Gestión del Riesgo de Desastres;110615416 ;120308 ; Renov y adq de nuevas maquina;1.986.765.977;471.353.215
Departamento Administrativo de Gestión del Riesgo de Desastres;110615416 ;120298 ; Formación y capacitación en g;1.225.000.000;1.225.000.000
Departamento Administrativo de Gestión del Riesgo de Desastres;110615416 ;120304 ; Fortalecimiento a las redes d;600.000.000;600.000.000
Departamento Administrativo de Gestión del Riesgo de Desastres;110615513 ;120306 ; Intervención zonas de riesgo;7.293;0
Departamento Administrativo de Gestión del Riesgo de Desastres;110615514 ;130464 ; Adecuación, mantenim y dotaci;82.323.770;79.774.128
Departamento Administrativo de Gestión del Riesgo de Desastres;110615514 ;120308 ; Renov y adq de nuevas maquina;3;0
Departamento Administrativo de Gestión del Riesgo de Desastres;110615514 ;120304 ; Fortalecimiento a las redes d;1;1
Departamento Administrativo de Gestión del Riesgo de Desastres;110615515 ;130464 ; Adecuación, mantenim y dotaci;265.248.163;34.153.197
Departamento Administrativo de Gestión del Riesgo de Desastres;110615515 ;120308 ; Renov y adq de nuevas maquina;163.614.199;0
Departamento Administrativo de Gestión del Riesgo de Desastres;110615515 ;120298 ; Formación y capacitación en g;1.698.946;1.698.946
Departamento Administrativo de Gestión del Riesgo de Desastres;110615515 ;120310 ; Evaluación y estudios en zona;346.550;110.295
Departamento Administrativo de Gestión del Riesgo de Desastres;110615516 ;130464 ; Adecuación, mantenim y dotaci;650.000.000;452.457.617
Departamento Administrativo de Gestión del Riesgo de Desastres;110615516 ;120308 ; Renov y adq de nuevas maquina;688.234.023;599.999.999
Departamento Administrativo de Gestión del Riesgo de Desastres;110615516 ;120309 ; Atención integral de emergenc;2.249.687.190;2.183.841.122
Departamento Administrativo de Gestión del Riesgo de Desastres;110615516 ;120310 ; Evaluación y estudios en zona;600.000.000;599.986.599
Departamento Administrativo de Gestión del Riesgo de Desastres;110616114 ;120306 ; Intervención zonas de riesgo;2.119.939;0
Departamento Administrativo de Gestión del Riesgo de Desastres;110616114 ;130464 ; Adecuación, mantenim y dotaci;20.525.445;0
Departamento Administrativo de Gestión del Riesgo de Desastres;110616114 ;120309 ; Atención integral de emergenc;57.890.902;35.338.050
Departamento Administrativo de Gestión del Riesgo de Desastres;110616114 ;120310 ; Evaluación y estudios en zona;4.448.829;4.448.829
Departamento Administrativo de Gestión del Riesgo de Desastres;110616115 ;130464 ; Adecuación, mantenim y dotaci;166.946.294;0
Departamento Administrativo de Gestión del Riesgo de Desastres;110616115 ;120309 ; Atención integral de emergenc;140.696.867;77.851.888
Departamento Administrativo de Gestión del Riesgo de Desastres;110616116 ;130464 ; Adecuación, mantenim y dotaci;32.045.694;0
Departamento Administrativo de Gestión del Riesgo de Desastres;150604015 ;120306 ; Intervención zonas de riesgo;116.854.526;116.854.526
Departamento Administrativo de Gestión del Riesgo de Desastres;150615414 ;120306 ; Intervención zonas de riesgo;67.926.218;67.926.218
Departamento Administrativo de Gestión del Riesgo de Desastres;150615414 ;120309 ; Atención integral de emergenc;401.646.602;401.646.602
Departamento Administrativo de Gestión del Riesgo de Desastres;150615415 ;120306 ; Intervención zonas de riesgo;296.790.061;296.790.061
Departamento Administrativo de Gestión del Riesgo de Desastres;150615415 ;120307 ; Fortalecimiento del Sistema d;200.000.000;200.000.000
Departamento Administrativo de Gestión del Riesgo de Desastres;150615415 ;120308 ; Renov y adq de nuevas maquina;1;1
Departamento Administrativo de Gestión del Riesgo de Desastres;150615513 ;120306 ; Intervención zonas de riesgo;131.342.000;131.342.000
Departamento Administrativo de Gestión del Riesgo de Desastres;150615515 ;120307 ; Fortalecimiento del Sistema d;300.000.000;300.000.000
